idcode,age,collgrad,occupation,white,elnwage1,elnwage2,elnwage3,elnwage4,elnwage5,elnwage6,elnwage7,elnwage8
2590,45,0,6,1,2.0862,2.052749,1.74071,1.789277,1.937169,1.727823,1.608778,1.658123
2593,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
2594,42,0,2,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
2596,42,0,3,0,2.145401,2.050359,1.80821,1.765911,1.766958,1.670428,1.441964,1.656156
2597,37,0,3,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
2598,35,0,2,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2605,44,0,3,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2606,43,0,3,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
2607,44,0,1,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2608,43,1,1,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
2610,45,0,8,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
2611,39,1,8,0,2.426402,2.519026,2.013626,1.896654,2.19898,1.344706,1.624958,2.231546
2612,35,1,1,0,2.378535,2.566517,1.989253,1.983448,2.429815,1.273101,1.591844,2.165302
2613,39,1,3,0,2.359196,2.47874,2.02762,1.711965,2.211149,1.208698,1.441828,2.190152
2615,35,0,2,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2617,44,1,1,0,2.278465,2.431367,1.97404,1.55556,2.363936,1.156935,1.413451,2.353019
2619,41,0,3,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
2623,41,0,6,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
2624,36,0,6,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
2625,44,0,3,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2627,44,0,3,1,2.121089,2.060625,1.762632,1.826946,1.847767,1.757012,1.623756,1.614875
2628,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
2636,43,0,1,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
2640,41,1,2,0,2.345645,2.458192,2.017394,1.655792,2.21342,1.206829,1.43978,2.244624
2642,37,0,1,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
2644,38,1,1,0,2.423806,2.530099,2.013136,1.921547,2.227267,1.336223,1.621331,2.209648
2647,40,0,7,0,2.171446,2.069841,1.825906,1.826343,1.725457,1.684855,1.450214,1.594568
2654,35,0,6,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
2655,36,0,7,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
2658,36,0,4,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
2659,35,0,6,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2661,35,0,3,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
2662,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
2663,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
2664,38,1,1,1,2.450528,2.557715,2.000197,2.051533,2.188118,1.462347,1.823777,2.092544
2666,37,1,1,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
2669,40,1,2,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
2670,36,1,1,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
2671,39,1,1,0,2.359196,2.47874,2.02762,1.711965,2.211149,1.208698,1.441828,2.190152
2674,37,1,2,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
2675,44,1,1,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
2677,35,0,7,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2678,41,0,6,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
2679,44,0,2,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2680,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
2681,36,1,2,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
2685,36,0,2,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
2701,45,0,3,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
2704,41,1,1,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
2707,35,0,3,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
2708,40,0,7,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
2709,37,0,1,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
2710,35,0,7,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
2711,38,0,6,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
2712,37,0,3,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
2713,34,0,7,1,2.126367,2.168695,1.776408,2.08652,2.032561,1.703572,1.60299,1.378098
2715,41,0,3,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
2716,39,1,3,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
2717,37,0,3,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
2719,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
2722,38,0,2,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
2723,37,0,3,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
2724,43,1,8,1,2.401034,2.507677,1.965293,1.905776,2.242831,1.441977,1.810904,2.23762
2725,40,0,1,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
2730,39,0,7,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
2734,36,1,2,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
2735,34,1,2,1,2.377672,2.607339,1.960882,2.129809,2.497412,1.365628,1.77826,2.040533
2737,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
2739,41,0,1,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
2741,39,1,8,0,2.359196,2.47874,2.02762,1.711965,2.211149,1.208698,1.441828,2.190152
2742,41,0,7,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
2743,38,0,3,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
2745,41,0,3,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
2746,36,0,3,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
2752,44,1,3,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
2753,38,1,2,1,2.450528,2.557715,2.000197,2.051533,2.188118,1.462347,1.823777,2.092544
2757,36,0,1,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
2760,34,0,7,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
2761,36,1,2,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
2762,36,0,1,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
2764,43,0,3,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
2769,34,0,7,0,2.099645,2.141079,1.789347,1.956534,2.07171,1.577448,1.400544,1.495201
2771,39,0,3,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
2772,37,0,5,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
2777,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
2780,44,0,6,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
2782,39,1,3,0,2.426402,2.519026,2.013626,1.896654,2.19898,1.344706,1.624958,2.231546
2786,35,0,6,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2787,39,1,1,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
2790,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2792,43,1,3,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
2794,36,1,3,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
2796,44,0,3,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2801,37,1,8,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
2806,35,0,2,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
2815,36,1,8,0,2.332666,2.51356,2.014944,1.780255,2.354853,1.164412,1.421644,2.135131
2816,39,0,3,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
2818,41,0,3,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
2820,35,0,2,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
2823,39,1,8,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
2825,40,0,3,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
2826,35,0,6,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
2830,38,0,7,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
2831,37,0,7,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
2834,37,0,7,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
2835,40,0,1,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
2845,36,0,1,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
2846,37,0,6,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
2848,41,1,2,0,2.412851,2.498477,2.0034,1.840481,2.201251,1.342837,1.62291,2.286018
2849,43,0,4,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
2853,45,0,7,0,2.059478,2.025133,1.753649,1.659291,1.976318,1.601699,1.406332,1.775227
2857,41,0,7,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
2858,41,0,5,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
2864,45,1,8,0,2.310782,2.463777,1.938123,1.70258,2.441169,1.263755,1.581603,2.437662
2865,38,0,3,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
2868,34,0,3,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
2869,35,1,2,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
2870,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
2872,35,1,4,0,2.378535,2.566517,1.989253,1.983448,2.429815,1.273101,1.591844,2.165302
2874,35,0,7,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2875,34,0,7,0,2.032439,2.100794,1.803341,1.771845,2.083879,1.44144,1.217414,1.453807
2876,44,0,6,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
2877,43,0,6,0,2.123007,2.041417,1.793758,1.7325,1.81713,1.653797,1.433187,1.692288
2878,45,0,6,0,1.992272,1.984848,1.767643,1.474602,1.988487,1.465691,1.223202,1.733832
2880,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2883,35,0,4,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2886,38,1,3,0,2.423806,2.530099,2.013136,1.921547,2.227267,1.336223,1.621331,2.209648
2892,35,0,7,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2893,36,1,8,0,2.399873,2.553845,2.00095,1.964944,2.342685,1.30042,1.604774,2.176526
2894,34,0,6,0,2.099645,2.141079,1.789347,1.956534,2.07171,1.577448,1.400544,1.495201
2895,42,0,3,0,2.145401,2.050359,1.80821,1.765911,1.766958,1.670428,1.441964,1.656156
2896,35,0,5,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
2899,37,1,1,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
2900,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
2901,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2904,42,1,3,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
2905,37,1,1,1,2.441685,2.569322,1.995971,2.074297,2.236019,1.447585,1.817049,2.074204
2908,36,0,7,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
2910,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
2911,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2912,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
2913,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
2914,41,0,4,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
2915,42,1,1,1,2.423427,2.516619,1.979745,1.939186,2.192659,1.458608,1.81968,2.201488
2917,42,1,1,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
2918,40,0,4,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2919,44,0,3,1,2.121089,2.060625,1.762632,1.826946,1.847767,1.757012,1.623756,1.614875
2921,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2925,40,0,3,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
2927,39,1,3,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
2932,38,1,1,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
2934,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
2936,37,1,2,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
2939,45,0,3,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
2940,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
2942,36,0,1,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
2943,39,1,1,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
2945,40,0,4,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2946,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2949,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
2951,34,0,6,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
2954,44,0,6,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2955,36,0,6,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
2957,40,0,6,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2958,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
2960,45,0,3,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
2967,45,0,2,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
2969,36,1,1,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
2971,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
2972,36,0,2,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
2973,35,0,2,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
2976,35,0,6,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
2977,40,0,4,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
2978,39,0,6,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
2979,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
2984,44,0,6,1,2.121089,2.060625,1.762632,1.826946,1.847767,1.757012,1.623756,1.614875
2985,44,0,2,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
2988,35,1,8,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
2998,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
2999,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
3000,42,0,1,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
3001,41,0,6,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
3004,38,0,6,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
3008,39,0,6,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
3015,37,0,3,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
3016,38,1,5,0,2.3566,2.489814,2.02713,1.736858,2.239436,1.200215,1.438201,2.168253
3020,35,1,3,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
3023,39,1,3,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
3026,36,0,6,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
3027,35,1,3,0,2.311329,2.526232,2.003247,1.798759,2.441984,1.137093,1.408715,2.123908
3028,41,0,3,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
3035,42,1,8,1,2.423427,2.516619,1.979745,1.939186,2.192659,1.458608,1.81968,2.201488
3036,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
3037,35,1,8,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
3038,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
3040,39,0,7,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
3042,39,0,6,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
3043,37,0,1,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
3044,44,0,6,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
3045,43,0,6,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
3046,44,0,3,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
3047,35,0,3,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
3048,38,0,6,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
3049,39,1,1,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
3050,42,0,4,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
3052,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
3056,45,0,3,0,2.059478,2.025133,1.753649,1.659291,1.976318,1.601699,1.406332,1.775227
3058,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
3059,40,1,3,1,2.449472,2.536101,1.997442,1.999619,2.151159,1.473035,1.82793,2.139899
3060,42,0,7,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
3061,42,1,8,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
3062,35,0,3,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
3063,36,1,8,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
3065,34,0,5,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
3066,44,1,2,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
3069,36,0,4,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
3070,35,0,3,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
3072,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
3073,36,0,2,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
3078,45,1,1,0,2.243576,2.423491,1.952117,1.517891,2.453338,1.127747,1.398473,2.396268
3079,35,0,3,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
3090,38,0,3,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
3095,38,0,7,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
3096,35,0,7,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
3097,42,0,7,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
3098,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
3099,44,0,7,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
3106,39,0,7,0,2.175098,2.080382,1.829152,1.853365,1.734129,1.68265,1.449687,1.569111
3107,36,0,3,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
3108,39,1,8,0,2.426402,2.519026,2.013626,1.896654,2.19898,1.344706,1.624958,2.231546
3111,35,0,3,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
3114,43,0,3,0,2.123007,2.041417,1.793758,1.7325,1.81713,1.653797,1.433187,1.692288
3115,41,0,5,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
3116,39,0,2,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
3118,43,0,6,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
3119,41,0,1,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
3120,41,0,7,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
3122,44,1,8,0,2.278465,2.431367,1.97404,1.55556,2.363936,1.156935,1.413451,2.353019
3127,38,1,8,1,2.450528,2.557715,2.000197,2.051533,2.188118,1.462347,1.823777,2.092544
3132,35,1,2,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
3133,36,0,1,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
3135,39,0,3,0,2.175098,2.080382,1.829152,1.853365,1.734129,1.68265,1.449687,1.569111
3138,45,1,1,1,2.337504,2.491393,1.925184,1.832566,2.40202,1.389879,1.784049,2.320558
3144,37,0,7,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
3145,36,0,2,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
3148,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
3151,41,0,7,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
3156,42,0,4,0,2.145401,2.050359,1.80821,1.765911,1.766958,1.670428,1.441964,1.656156
3157,40,0,3,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
3158,38,0,7,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
3159,43,1,8,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
3164,35,1,8,0,2.311329,2.526232,2.003247,1.798759,2.441984,1.137093,1.408715,2.123908
3166,44,0,7,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
3169,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
3170,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
3171,40,0,5,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
3172,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
3173,43,0,6,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
3174,40,0,7,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
3175,40,1,1,1,2.449472,2.536101,1.997442,1.999619,2.151159,1.473035,1.82793,2.139899
3179,34,0,3,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
3181,36,1,8,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
3182,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
3185,35,0,6,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
3186,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
3188,42,0,6,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
3189,37,0,6,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
3191,35,0,6,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
3195,44,0,6,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
3197,37,0,7,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
3198,40,0,7,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
3199,37,0,7,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
3200,40,0,1,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
