idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1614,42,1,1,0,12,0,1,1,1,10,3,0,3.344482,40,3.391026,1
1616,40,1,1,0,15,0,0,0,0,11,13,0,7.004828,22,10.42308,6.416667
1618,34,1,1,0,12,0,0,0,0,4,6,0,4.750401,40,10.13462,9.583333
1620,45,1,0,0,12,0,0,0,0,11,3,,2.491696,5,9.288462,
1622,37,1,1,0,16,1,0,0,0,11,13,1,3.309176,20,14.03846,1.583333
1623,41,1,1,0,12,0,0,0,0,6,2,0,4.549112,40,9.615385,6
1624,39,1,1,0,16,1,0,0,0,6,3,0,10.73268,15,10.57692,2.416667
1625,37,1,1,0,16,1,0,0,0,,1,0,6.086955,40,8.570513,.8333333
1626,35,1,0,0,12,0,0,0,0,4,6,0,3.985505,45,15.92308,10.25
1628,35,1,0,1,12,0,0,1,0,6,3,1,6.688963,10,7.980769,2
1630,39,1,0,0,12,0,0,0,0,7,8,,3.344482,3,12.13461,5
1631,39,1,1,0,13,0,0,1,0,6,3,0,4.227053,32,10.61538,3.666667
1635,44,1,0,0,12,0,0,0,0,6,3,0,3.220612,24,8.070513,2.666667
1636,40,1,1,0,12,0,0,0,0,6,8,0,4.227053,8,9.76282,.5833333
1638,41,1,1,0,13,0,0,0,0,6,4,0,3.872784,26,7.647436,4.333333
1641,36,1,1,0,16,1,0,1,1,9,8,,3.051839,15,10.98077,.9166667
1644,36,1,1,0,16,1,0,0,0,12,1,0,9.371979,38,18.26923,14.83333
1645,35,1,1,0,12,0,0,0,0,11,3,0,3.719806,40,10.69231,4.666667
1646,37,1,0,1,12,0,0,0,0,9,7,0,2.657004,35,11.28846,3.416667
1647,37,1,1,0,12,0,0,1,0,6,4,0,3.985505,20,6.923077,3.75
1648,35,1,1,0,16,1,0,0,0,11,13,1,8.904991,40,14.82692,8.833333
1649,42,1,1,0,16,1,1,1,0,8,1,,13.37793,36,16.03846,2.666667
1650,40,1,0,0,11,0,0,0,0,6,10,0,2.858293,40,2.673077,.1666667
1651,41,1,1,0,15,0,0,0,0,11,8,,5.351169,20,12.66026,.3333333
1653,35,1,1,0,12,0,0,1,0,11,2,0,9.734298,50,16.07051,10.5
1654,38,1,1,0,16,1,1,1,0,8,13,0,10.21739,50,16.83333,3
1655,40,1,1,0,13,0,0,1,0,12,2,1,13.9694,45,19.55128,19.5
1656,40,1,0,1,12,0,0,1,1,11,8,1,6.779387,40,19.66667,19.66667
1659,41,1,0,1,17,1,0,1,1,11,1,0,12.971,40,16.32051,4.5
1664,38,1,1,0,17,1,0,1,1,6,2,0,20.64412,60,13.46795,8.333333
1669,35,1,1,0,14,0,0,0,0,11,1,0,10.10467,36,16.0641,13.41667
1671,35,1,0,1,9,0,0,0,0,9,8,0,3.344482,32,1.326923,.0833333
1674,42,1,1,0,12,0,0,1,1,12,2,0,6.578098,40,15.17308,3.75
1675,42,1,0,0,12,0,0,0,0,6,3,0,4.830918,40,10.82692,9.833333
1683,35,1,1,0,17,1,0,1,0,11,3,0,18.19645,2,11.80769,3.333333
1686,35,1,1,0,14,0,0,0,0,11,1,0,6.441224,2,8.692307,6.083333
1688,36,1,0,0,12,0,0,0,0,11,8,,5.016723,32,9.192307,3.5
1689,39,1,0,0,12,0,0,0,0,4,6,,2.801002,40,13.75,.4166667
1690,37,1,1,0,12,0,0,0,0,6,2,,3.344482,30,12.11539,2.833333
1691,35,1,1,0,12,0,0,0,0,11,1,0,5.917873,38,18.73077,11.75
1693,40,1,1,0,12,0,0,0,0,11,13,0,5.072463,30,8.756411,1.75
1697,37,1,1,0,12,0,0,0,0,6,2,,3.099125,60,14.44872,1.75
1701,36,1,1,0,11,0,0,1,0,3,3,0,5.233495,40,10.15385,.75
1702,35,1,1,0,12,0,0,0,0,6,3,,2.801002,30,6.576923,.1666667
1703,45,1,0,0,13,0,0,1,1,7,3,0,4.879225,40,12.96154,1.75
1707,38,1,1,0,9,0,0,0,0,4,6,0,7.149757,39,11.46154,4.416667
1710,40,1,0,0,18,1,0,0,0,11,1,0,8.599029,45,14.83333,14.83333
1712,40,1,1,0,13,0,0,0,0,4,6,0,3.663445,40,8.826923,2.416667
1713,38,1,1,0,8,0,0,1,1,6,8,,6.038648,40,6.346154,1.583333
1714,35,1,1,0,14,0,0,0,0,7,3,,5.748328,40,13.17308,6.916667
1716,35,1,1,0,16,1,0,1,1,11,1,,6.688963,40,14.97436,7.833333
1719,39,1,1,0,14,0,0,1,0,11,1,0,11.92431,50,18.25,15.83333
1721,40,1,1,0,13,0,0,0,0,6,3,0,4.508855,42,17.35897,5
1724,40,1,1,0,18,1,0,1,0,11,13,0,12.22222,38,17.67308,9.25
1725,42,1,1,0,16,1,0,1,0,7,2,0,15.48309,40,19.44231,6.333333
1729,38,1,1,0,15,0,0,0,0,11,2,0,3.824476,40,11.88462,4.083333
1732,34,1,0,0,12,0,0,0,0,6,3,,2.818035,32,6.532051,.3333333
1737,41,1,0,0,12,0,0,0,0,7,3,0,4.750401,37,15.55769,10.41667
1738,40,1,1,0,12,0,0,0,0,11,8,0,3.582928,20,14.91026,1.75
1740,44,1,1,0,12,0,0,0,0,12,8,0,3.623188,15,13.46154,5.833333
1742,39,1,0,0,18,1,0,1,0,11,3,,8.361203,20,15.37821,.9166667
1743,41,1,1,0,12,0,1,1,0,4,2,0,8.446053,55,16.82692,3.75
1746,42,1,0,0,12,0,0,1,0,6,2,0,17.66505,40,18.23077,5.25
1748,43,1,0,1,16,1,0,0,0,11,13,1,8.357487,50,20.33333,20.33333
1749,36,1,1,0,12,0,0,1,0,11,3,0,5.249595,23,4.480769,2.75
1750,44,1,1,0,12,0,0,1,0,6,2,0,6.884055,45,4.935897,1.5
1752,34,1,1,0,14,0,0,1,0,11,8,,4.830918,20,7.121795,.75
1754,42,1,1,0,16,1,1,1,0,12,1,0,10.48309,35,12.94231,5.083333
1755,35,1,1,0,12,0,0,0,0,6,3,0,5.636071,40,11.19231,8.833333
1758,40,1,1,0,12,0,1,1,1,12,2,0,7.351045,40,12.53846,5.833333
1759,40,1,1,0,12,0,0,0,0,4,5,0,5.273752,50,8.27564,4.25
1760,36,1,1,0,16,1,0,0,0,11,1,0,8.988295,40,11.76923,.5
1761,36,1,0,1,17,1,0,0,0,11,13,1,4.903378,55,13.91667,13.91667
1762,38,1,0,0,12,0,0,0,0,6,5,0,3.79227,35,7.884615,2.666667
1763,39,1,0,1,18,1,0,1,0,8,4,0,4.025765,20,16.63461,0
1764,38,1,1,0,12,0,0,0,0,4,6,1,11.15137,40,13.03846,4.166667
1765,43,1,1,0,12,0,0,0,0,4,6,0,4.669887,32,12.21154,8.75
1767,36,1,1,0,17,1,0,1,0,,,0,3.019324,16,6.160257,3.25
1769,38,1,0,1,14,0,0,0,0,4,3,0,12.38325,40,20.83333,20.83333
1770,37,1,1,0,12,0,0,0,0,4,6,1,5.861513,40,17.90385,17.75
1776,38,1,1,0,15,0,0,0,0,12,6,,40.19808,40,15.71154,7.166667
1777,40,1,1,0,11,0,0,0,0,4,3,1,13.55072,40,16.58333,16.58333
1778,44,1,1,0,12,0,0,0,0,4,5,1,10.62802,48,19.83333,19.83333
1779,38,1,1,0,16,1,0,0,0,6,3,0,5.676328,30,14.75,14.75
1780,43,1,1,0,12,0,0,0,0,,6,1,11.85185,48,20.39103,16.5
1784,35,2,0,0,14,0,0,1,0,4,2,0,9.677936,40,14.51923,4.416667
1785,39,2,0,1,11,0,0,0,0,4,6,0,4.227053,40,15.64744,7.666667
1786,43,1,1,0,12,0,0,1,0,4,3,0,4.790658,40,7.717948,1.916667
1787,38,1,1,0,12,0,0,1,0,11,8,0,4.726247,35,7.826923,1.5
1788,37,1,1,0,12,0,0,0,0,6,4,0,2.777777,20,5.352564,.75
1790,40,1,1,0,12,0,0,1,0,6,3,,3.584229,15,8.089744,.5833333
1791,34,1,0,0,12,0,0,1,0,6,8,,2.090301,40,13.55128,7.166667
1792,35,1,0,0,12,0,0,1,0,6,4,0,3.260869,26,6.057693,1.833333
1796,36,1,1,0,12,0,0,1,0,6,8,0,3.019324,40,8.692307,1.333333
1801,39,1,1,0,12,0,0,0,0,11,8,0,7.21417,24,17.02564,0
1802,36,1,1,0,12,0,0,0,0,11,3,0,6.481478,46,18.84615,13.66667
1804,41,1,1,0,13,0,0,0,0,6,3,,40.19808,40,10.19872,2.166667
1805,40,1,1,0,16,1,0,0,0,11,1,0,10.77294,35,15.99359,0
1807,38,1,1,0,16,1,0,0,0,11,1,1,10.25765,40,16.57692,3.75
1810,36,1,1,0,15,1,0,0,0,11,1,0,10.95813,24,15.02564,15
1814,42,1,1,0,13,0,1,1,0,5,3,0,8.28502,40,7.788461,4.833333
1815,45,1,0,0,12,0,0,1,1,4,3,0,6.191625,45,13.25,2.166667
1817,36,1,1,0,12,0,0,1,1,4,6,1,7.528179,40,17.75,17.75
1818,41,1,0,0,12,0,0,0,0,11,3,0,5.418679,40,10.13461,6.916667
1819,43,1,0,0,12,0,0,1,1,6,4,1,5.636071,40,13.88461,13.83333
1822,45,1,0,0,14,0,0,1,1,12,3,0,8.904991,40,21.08333,21.08333
1823,36,1,1,0,16,1,0,1,0,11,8,0,9.85507,40,11.38461,8.833333
1825,44,1,1,0,12,0,0,1,1,7,4,0,3.220612,33,9.076923,.0833333
1826,39,1,1,0,12,0,0,1,0,7,3,0,5.418679,40,11.53205,4.583333
1827,38,1,1,0,18,1,0,1,0,11,1,1,9.299514,40,10.89744,3.833333
1828,37,1,1,0,12,0,0,1,0,4,6,0,9.613523,44,15.90385,15.83333
1829,41,1,1,0,12,0,0,1,0,3,11,0,5.805152,8,6.057693,1.416667
1830,39,1,1,0,18,1,0,1,0,11,13,1,10.64412,48,16.98077,8.583333
1831,41,1,0,0,12,0,1,0,0,,8,,1.680601,30,6.576923,1.583333
1833,38,1,0,1,13,0,0,1,0,7,2,0,10.48309,48,17.75,6.166667
1842,44,2,1,0,12,0,0,1,1,11,3,0,6.988722,40,16.32692,8.666667
1843,43,2,0,1,12,0,0,1,0,4,6,0,5.032206,40,18.80128,13.5
1845,40,2,1,0,11,0,0,1,0,11,8,0,4.227053,44,8.512821,1.25
1847,40,2,0,0,11,0,0,1,0,6,5,0,2.777777,40,3.461538,.6666667
1853,36,1,1,0,11,0,1,1,1,7,2,0,7.737515,50,8.929487,8.916667
1854,35,1,1,0,14,0,1,1,0,11,8,0,3.010032,30,3.365385,.6666667
1856,35,2,1,0,12,0,0,1,0,5,3,1,11.53784,40,9.679487,4.416667
1857,44,2,0,0,9,0,0,1,0,11,8,0,3.059581,40,5.878205,3.083333
1858,40,1,1,0,12,0,0,1,0,7,3,0,3.623188,35,14.67308,4.833333
1860,35,1,1,0,14,0,0,1,0,6,4,0,16.52979,45,17.55769,1.75
1863,39,1,1,0,12,0,0,0,0,5,8,1,20.64412,30,17.08333,17.08333
1864,39,1,0,0,12,0,0,0,0,12,3,0,6.803541,40,15.65385,10.41667
1865,40,1,1,0,17,1,1,1,1,11,13,1,6.690819,50,15.60256,.8333333
1866,37,1,1,0,15,0,0,1,1,11,1,0,13.40579,32,15.66667,15.66667
1867,35,1,0,0,11,0,0,0,0,11,8,0,5.016103,32,16.44872,16.41667
1868,43,1,0,1,6,0,0,0,0,6,8,0,2.777777,5,18.96154,3.333333
1872,40,1,0,1,9,0,0,0,0,4,6,0,3.220612,40,4.903846,.0833333
1873,43,1,1,0,12,0,0,0,0,6,8,0,2.012882,25,18.42308,4.166667
1875,41,1,1,0,13,0,0,0,0,11,3,0,2.294685,27,8,3.166667
1876,37,1,1,0,15,0,1,1,0,11,8,0,10.46699,40,14.19231,.5
1878,41,1,1,0,18,1,1,1,0,11,13,0,11.22383,40,11.59615,1.666667
1879,35,1,1,0,16,1,0,1,0,11,13,0,2.801002,12,6.724359,.3333333
1880,37,1,1,0,14,0,0,1,0,11,1,0,10.2657,20,9.961538,3.25
1881,37,1,1,0,12,0,0,1,0,4,3,,5.434783,40,19.77564,7.083333
1882,40,2,1,0,12,0,0,1,0,4,3,0,9.677936,40,15.8141,2.083333
1883,42,1,0,0,9,0,0,1,0,4,6,0,3.043478,32,12.13462,7.416667
1884,44,1,1,0,16,1,0,1,0,11,1,0,5.869563,38,12.98077,4.166667
1886,36,2,0,1,12,0,0,1,0,9,8,0,8.05153,30,7.615385,2.333333
1890,35,1,0,1,12,0,0,1,0,4,2,0,11.6103,40,15.3718,11.25
1891,40,1,1,0,12,0,0,1,0,6,3,1,8.05153,40,19,6.083333
1892,41,1,1,0,12,0,0,1,0,6,6,,6.688963,15,14.34615,4.666667
1894,39,1,1,0,13,0,0,1,0,12,3,0,8.429946,40,16.94231,11.66667
1895,39,1,0,0,12,0,0,1,0,5,2,0,10.99839,48,18,5.416667
1896,36,1,1,0,13,0,0,1,0,7,3,0,4.508855,40,14.42308,.0833333
1899,41,1,1,0,17,1,0,1,0,11,13,1,5.161031,60,11.44231,1.833333
1905,44,1,1,0,18,1,0,0,0,11,13,1,6.191625,50,14.38461,2.833333
1910,39,1,1,0,17,1,0,0,0,11,13,1,6.505631,50,16.01923,15.83333
1911,38,1,1,0,12,0,1,0,0,11,1,0,5.555554,40,10.30128,6.833333
1915,40,1,1,0,18,1,0,1,0,11,1,0,11.99677,40,17.28846,11.83333
1918,44,1,1,0,12,0,0,1,0,6,8,0,6.76328,22,18.84615,18.83333
1921,44,1,0,1,12,0,0,1,0,5,1,,40.19808,40,26.84615,20.5
1925,34,1,1,0,12,0,0,1,0,12,3,1,6.505631,38,13.88462,9.333333
1926,41,1,1,0,12,0,1,1,0,11,1,0,5.636071,30,10.17308,1.75
1927,38,1,1,0,12,0,0,1,0,8,1,,13.6876,8,13.10897,1.916667
1928,45,1,0,1,17,1,0,1,0,11,13,1,17.02898,40,18.83333,18.83333
1929,36,1,1,0,16,1,0,1,0,11,13,1,7.15781,55,15.86539,14.83333
1930,41,1,1,0,16,1,0,1,0,11,3,0,10.83736,40,12.87821,6.75
1932,45,1,0,0,12,0,0,1,0,6,2,,7.178227,56,14.67308,3.25
1934,40,1,1,0,13,0,0,0,0,8,2,0,11.67,30,7.961538,.1666667
1939,39,2,0,0,12,0,0,1,1,9,3,,3.623188,30,10.92949,7.416667
1941,34,2,1,0,12,0,0,1,1,11,3,0,2.785829,40,12.74359,7.416667
1944,37,2,0,0,11,0,0,1,1,9,3,0,5.53945,40,10.83333,10.83333
1949,40,2,0,0,12,0,0,1,1,11,8,0,3.864734,15,11.21795,3.333333
1951,42,2,0,0,10,0,0,1,0,8,3,,3.360215,25,12,0
1953,35,2,0,1,12,0,0,1,1,11,3,0,1.610306,7,.4038461,.1666667
1957,37,1,1,0,12,0,0,1,0,11,3,0,3.872784,40,8.025641,5.5
1958,35,1,1,0,12,0,0,1,0,4,6,1,12.0773,40,10.53846,4.916667
1959,41,1,0,0,12,0,0,1,1,6,4,0,3.542671,24,4.801282,2.333333
1962,45,1,1,0,13,0,0,1,0,9,8,,2.761673,15,14.42949,14.16667
1964,45,1,1,0,12,0,0,0,0,4,3,,5.434783,50,18.09615,14.08333
1965,35,1,1,0,12,0,0,1,1,7,2,,40.19808,40,18.21154,1
1967,40,1,0,1,18,1,1,1,1,3,2,1,11.45732,50,15.76282,3
1968,35,1,1,0,16,1,1,0,0,11,1,1,9.29146,40,11.42308,8.833333
1970,44,1,1,0,12,0,0,0,0,7,3,0,2.785829,20,9.262821,3.416667
1973,36,1,0,0,12,0,0,0,0,4,6,,7.734114,40,7.935897,6.666667
1974,34,1,1,0,17,1,0,1,0,11,13,1,8.260865,45,11.42949,.75
1982,37,1,0,1,16,1,0,1,1,11,1,0,12.47987,40,17.21154,9.333333
1988,42,1,0,0,14,0,0,0,0,9,7,,5.636071,23,15.85898,4.416667
1989,43,1,1,0,12,0,1,1,0,11,3,,8.361203,20,.9679487,.1666667
1990,39,1,1,0,12,0,0,1,0,4,6,0,5.024153,40,15.53846,0
1994,38,1,1,0,12,0,0,0,0,6,5,0,3.623188,25,10.46154,3.916667
1995,37,1,1,0,11,0,0,1,1,8,3,0,4.508855,40,6.878205,3.833333
1996,45,1,1,0,12,0,0,1,0,7,3,0,7.286631,39,13.33974,2.833333
1998,37,1,1,0,14,0,0,1,0,11,3,0,4.219,22,11.61539,6.666667
1999,35,1,1,0,12,0,0,1,0,6,3,0,5.869563,24,14.35897,13.33333
2000,40,1,1,0,12,0,0,1,0,3,3,0,7.246377,40,20.67308,5.5
2001,40,1,0,1,18,1,0,1,0,11,13,1,10.18518,38,17.17308,8.75
2005,36,1,1,0,12,0,0,1,1,4,6,1,5.998387,47,11.07051,0
2009,39,1,1,0,12,0,0,1,0,4,3,0,7.028982,50,18.82692,17
2012,39,1,0,0,16,1,0,1,0,11,3,,7.734114,40,14.94231,10.75
2013,37,1,0,0,13,0,0,1,0,4,2,0,15.13687,45,18.92308,15.25
2015,36,2,0,0,15,0,0,1,0,12,3,1,7.906601,40,12,11.41667
2016,36,1,0,1,17,1,0,1,1,11,1,0,11.99677,40,14.08333,12.83333
2022,42,1,1,0,12,0,0,1,0,12,3,1,6.038648,40,15.12821,13
2023,35,1,0,0,13,0,0,1,1,7,3,,38.70926,40,14.5,6.75
2024,40,1,0,1,8,0,0,0,0,11,8,0,3.4219,13,12.24359,8.833333
2025,35,1,1,0,16,1,0,1,0,11,13,1,5.571657,50,13.17308,2.75
2026,38,1,1,0,12,0,0,0,0,11,3,0,4.428341,20,8.461538,.5833333
2028,37,1,0,0,12,0,0,1,0,4,2,,3.510896,55,12.36539,.4166667
2031,40,1,1,0,12,0,0,1,1,6,3,0,5.032206,40,15.03846,8.75
2033,35,1,0,1,18,1,0,0,0,11,13,1,6.779387,45,12.97436,8.75
2034,36,1,1,0,12,0,0,0,0,11,1,0,10.83736,50,16.96154,3.916667
2036,36,1,0,0,12,0,0,0,0,6,4,0,3.260869,37,8.339744,1.916667
2041,35,1,1,0,12,0,1,1,0,11,3,1,5.917873,2,5.961538,1.416667
2042,42,1,0,0,12,0,0,0,0,6,8,0,2.818035,5,6.525641,4.833333
2045,43,1,0,1,12,0,0,1,1,4,6,1,6.70692,36,18.21154,16.83333
2046,38,1,1,0,12,0,0,1,0,4,6,1,7.922703,40,18.83974,18.83333
2047,35,1,0,1,16,1,0,1,1,11,1,0,11.18357,36,13.91667,13.91667
2048,40,1,1,0,14,0,0,1,0,7,2,0,12.04509,45,11.21795,5.75
2049,37,1,0,0,13,0,0,1,0,4,1,,30.92161,52,16.92308,4.75
2051,44,1,1,0,17,1,0,0,0,11,2,0,12.05685,20,16.22436,8.75
2055,46,1,0,0,16,1,0,0,0,11,1,1,13.55072,40,20.40385,20.33333
2056,38,1,1,0,12,0,0,1,0,11,3,0,8.067631,40,16.00641,3.833333
2057,41,1,0,0,9,0,0,0,0,7,2,0,6.32045,50,15.23077,7.666667
2058,39,1,1,0,16,1,0,0,0,11,2,,8.193976,40,13.67308,11
2059,37,1,1,0,16,1,0,1,1,6,4,0,5.636071,20,9.576922,3.833333
2062,37,1,1,0,12,0,0,0,0,4,6,0,4.025765,7,1.615385,1.333333
2065,38,1,1,0,12,0,0,0,0,4,6,0,3.051839,40,1.576923,.0833333
2066,36,1,0,1,12,0,0,0,0,4,6,1,2.858293,40,11.38461,.6666667
2068,35,1,1,0,12,0,0,0,0,11,1,1,4.63768,46,14.76282,3
2073,35,1,1,0,8,0,0,1,0,11,8,0,3.341383,40,13.94872,3
2074,35,1,1,0,12,0,0,1,1,11,3,1,4.025765,20,10.80769,2.75
2077,35,2,0,0,10,0,0,1,1,9,2,,4.845827,54,11.53846,3.083333
2079,43,1,1,0,12,0,0,1,0,11,8,0,5.378419,38,21.12821,2.416667
2085,41,1,1,0,14,0,0,1,0,11,1,0,9.29146,40,17.40385,14.66667
2086,44,1,1,0,10,0,1,0,0,11,2,,4.645112,45,9.102564,4
2087,44,1,1,0,16,1,0,0,0,7,3,0,5.805152,20,18.10897,10.08333
2088,37,1,1,0,18,1,0,1,1,11,13,1,7.898549,40,10.51923,.75
2089,37,1,1,0,16,1,0,0,0,11,1,0,6.972622,40,16.09615,5.416667
2092,36,1,1,0,16,1,0,0,0,11,3,0,3.623188,3,13.13462,5.666667
2095,44,1,1,0,12,0,0,1,0,9,7,1,3.637123,20,3.320513,.4166667
2096,43,1,1,0,12,0,0,1,1,11,1,0,4.235104,38,5.673077,2.083333
2099,45,1,0,0,11,0,1,1,1,,,0,3.220612,45,1.660256,.8333333
2104,44,1,1,0,12,0,0,1,0,11,3,0,3.4219,10,3.564103,1.416667
2105,42,1,1,0,11,0,0,1,0,4,2,0,5.805152,40,14.40385,3.416667
2106,35,1,1,0,16,1,0,0,0,4,2,0,17.02898,50,17.29487,0
2109,37,2,0,0,12,0,0,1,1,11,8,0,3.293073,33,5.288461,.4166667
2111,35,1,1,0,10,0,1,1,1,8,8,,3.065774,30,8.461538,3.083333
2112,39,1,1,0,16,1,1,1,0,11,13,1,9.871171,40,15.75,13.83333
2113,38,1,0,0,13,0,0,1,0,7,3,0,9.460546,36,17.5,17.5
2119,37,1,1,0,12,0,0,1,0,8,3,1,7.946856,40,18.08333,18.08333
2121,35,1,1,0,15,0,0,1,0,4,4,0,11.28824,48,13.67308,3.583333
2125,38,1,1,0,17,1,0,0,0,11,13,1,13.14009,33,14.9359,3.333333
2127,37,1,1,0,13,0,0,0,0,5,3,0,3.647342,32,11.75641,2.333333
2129,39,1,0,0,12,0,0,1,0,4,5,1,10.40258,48,15.75,9
2132,39,1,1,0,17,1,0,0,0,11,13,1,12.64895,35,16.75,16.75
2136,36,1,1,0,13,0,0,1,0,4,2,0,4.830918,20,17.44231,6.333333
2139,35,1,0,0,10,0,0,0,0,7,4,1,4.58937,40,2.788462,.9166667
2140,41,1,0,0,12,0,0,0,0,6,3,1,8.067631,48,16.07692,0
2141,41,1,1,0,13,0,0,1,0,8,3,,1.571983,40,15.71154,1.416667
2142,35,1,1,0,12,0,0,1,0,7,3,0,7.117549,40,6.769231,5.916667
2143,40,1,1,0,12,0,1,1,0,11,1,1,4.476648,40,6.660256,.3333333
2146,41,1,0,1,12,0,0,0,0,11,8,0,4.428341,24,18.44231,12.16667
2147,44,1,1,0,8,0,0,1,1,7,2,0,11.15941,25,8.25,6.333333
2148,42,1,1,0,12,0,0,0,0,4,3,0,5.032206,40,18.37179,2.333333
2149,38,1,0,0,18,1,0,1,0,11,2,0,2.479871,60,15.03846,6.75
2151,44,1,1,0,16,1,0,1,0,11,1,0,5.611914,40,5.5,1.75
2152,37,1,1,0,11,0,0,0,0,4,6,1,3.703702,40,8.282051,7.333333
2154,35,1,0,0,12,0,1,0,0,11,8,0,2.012882,40,5.051282,2.166667
2157,40,1,1,0,13,0,0,0,0,4,3,0,6.924314,40,8.326923,2.666667
2163,42,1,0,0,12,0,0,0,0,4,3,0,7.745568,40,18.01923,14.91667
2164,35,1,1,0,13,0,0,0,0,6,3,0,7.439612,15,12.78846,9
2165,36,1,1,0,14,0,0,1,0,4,5,0,5.434783,40,14.07692,1.75
2168,36,1,1,0,16,1,0,1,0,11,1,1,4.62963,33,5.057693,1.166667
2170,35,1,1,0,12,0,0,0,0,11,8,0,5.185184,32,12.78846,6.416667
2171,37,1,1,0,15,0,1,1,0,11,1,,10.86957,40,16.22436,.75
2172,34,1,1,0,12,0,0,1,0,7,3,,38.70926,40,15.71154,2.916667
2173,39,1,1,0,13,0,0,0,0,4,3,0,7.906601,40,16.39103,6.333333
2175,38,1,0,0,11,0,0,1,0,4,6,0,5.861513,40,14.03846,1.833333
2178,36,1,0,0,12,0,0,0,0,4,6,0,5.032206,40,7.5,1.833333
2179,43,1,1,0,14,0,0,0,0,4,6,0,5.619967,43,10.16667,10.16667
2180,38,1,1,0,12,0,0,1,0,4,3,0,5.032206,40,16.6859,2.333333
2181,36,1,1,0,12,0,0,1,0,11,1,0,9.057972,40,15.25,3.666667
2183,39,1,1,0,12,0,0,0,0,4,6,0,4.17069,30,3.564103,.5833333
2186,38,1,1,0,12,0,0,1,1,12,1,0,8.687595,40,18.48077,9.916667
2187,39,1,1,0,12,0,0,0,0,10,8,,2.801002,29,1.576923,.25
2188,43,1,1,0,13,0,0,0,0,5,3,0,17.77777,40,18.60256,0
2189,39,1,1,0,12,0,0,1,0,11,1,,6.638795,4,13.46154,4.75
2192,36,1,1,0,13,0,0,1,0,12,1,0,4.830918,38,12.13462,0
2193,42,1,0,0,12,0,0,1,0,4,6,0,6.843801,50,13.80769,6.083333
2196,37,1,0,0,12,0,0,0,0,4,3,0,6.481478,45,12.24359,3.5
2197,37,1,1,0,12,0,0,0,0,11,1,1,6.247986,40,21.05128,21
2202,35,1,1,0,12,0,0,1,1,11,1,0,6.191625,40,13.61539,7
2204,37,1,1,0,12,0,0,1,0,11,3,0,8.615135,40,18.75,18.75
2206,35,1,1,0,12,0,0,1,1,8,3,0,8.34138,38,11.80769,.0833333
2207,38,1,1,0,12,0,0,0,0,4,6,0,5.507244,40,16.92308,9.833333
2209,41,1,0,0,18,1,1,1,0,11,13,0,6.634459,35,9.980769,3.833333
2211,38,1,1,0,16,1,0,1,1,11,3,1,5.152977,39,8.480769,4.75
2212,38,1,1,0,12,0,0,0,0,11,3,0,4.58937,25,7.294872,3.25
2218,39,1,0,0,12,0,0,0,0,4,3,0,7.914649,40,18.92308,18.91667
2221,43,1,0,0,8,0,1,1,0,6,2,0,3.357486,66,16.08974,.25
2222,44,1,1,0,12,0,0,0,0,6,4,0,3.341383,30,8.570513,1.833333
2223,40,1,0,0,12,0,0,1,0,11,2,0,5.805152,40,13.05769,7.75
2224,36,1,1,0,15,0,0,1,0,11,1,0,9.259259,40,16.84615,10.91667
2226,36,1,1,0,12,0,0,1,0,6,4,0,4.830918,50,13.91026,4
2227,41,1,1,0,12,0,0,1,0,4,3,1,9.251205,40,22.48077,22.33333
2228,38,1,1,0,14,0,0,1,0,4,3,0,5.032206,40,16.21795,16.16667
2229,41,1,0,1,16,1,0,1,0,12,1,0,6.610305,45,13.95513,1.416667
2230,42,1,1,0,12,0,0,1,1,12,2,,5.828724,40,16.42949,3.916667
2231,36,1,1,0,12,0,0,1,0,6,4,0,8.904991,40,9.269231,7.5
2232,42,1,0,1,14,0,0,1,1,11,1,0,7.914649,40,20.33333,20.33333
2235,35,1,0,0,17,1,0,1,1,11,13,1,7.568433,45,6.128205,2.833333
2237,35,1,1,0,12,0,0,1,0,4,5,0,15.29791,40,16.04487,15.91667
2238,43,1,1,0,17,1,1,1,0,10,4,,4.180602,35,8.589744,.6666667
2241,36,1,0,0,13,0,0,1,0,7,3,1,7.342991,38,17.6859,15.5
2242,35,1,1,0,12,0,0,1,0,11,3,,3.310275,35,12.36539,.4166667
2244,44,1,1,0,11,0,0,0,0,6,3,,2.962962,40,11.59615,2.5
2249,40,1,1,0,16,1,0,1,0,11,2,,35.73162,45,14.42949,2.416667
2251,40,1,0,1,16,1,0,1,1,11,1,,12.61705,75,16.69231,10.58333
2252,38,1,1,0,16,1,0,0,0,11,1,,9.949827,16,16.16667,1.416667
2254,36,1,0,0,13,0,0,0,0,7,3,,4.648688,40,16.76923,2.166667
2255,36,1,1,0,12,0,0,0,0,9,8,,4.180602,30,7.826923,.5833333
2256,35,1,1,0,18,1,1,1,1,11,1,,11.48517,70,13.15385,1.75
2257,40,1,1,0,13,0,0,0,0,11,3,0,9.138485,50,6.653846,3.5
2260,37,1,1,0,10,0,0,0,0,11,8,,2.801002,40,2.538462,1.916667
2262,41,1,1,0,12,0,0,0,0,12,3,1,5.273752,40,13.94231,5.166667
2265,44,1,1,0,13,0,1,0,0,11,8,0,3.180353,21,13.25,1.75
2266,36,1,0,1,18,1,0,1,1,9,,0,4.307567,40,9.288462,.0833333
